canopy_height,column,cultivar,cultivar_id,date,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,range,season
362.0,10,6000000700,6000000700,2017-08-25 12:00:00,1.9596321492200002,1.5173738065200002,1.7746091196,0.45124800828999995,23,4
337.0,12,6000000748,6000000748,2017-08-25 12:00:00,1.19237808485,1.75894081553,1.1387625358600002,0.593863234824,49,4
326.0,7,6000001000,6000001000,2017-08-25 12:00:00,1.5948760317700001,1.2858391683700001,1.88325916281,0.44831044008000004,51,4
334.0,2,6000000707,6000000707,2017-08-25 12:00:00,1.5325350958200001,1.29616746084,1.77913223596,0.46028437648500004,36,4
323.0,14,6000000838,6000000838,2017-08-25 12:00:00,2.94368209181,1.88214089498,1.90185400523,0.42029771182,25,4
351.0,14,6000000834,6000000834,2017-08-25 12:00:00,1.7452301981799998,1.3321379207600001,1.86428330653,0.446690246147,34,4
339.0,3,6000000947,6000000947,2017-08-25 12:00:00,2.2794260007599996,1.52944176334,1.9463477007799999,0.417568451547,26,4
355.0,8,6000000794,6000000794,2017-08-25 12:00:00,1.9410212404299998,1.56810664641,1.72077970039,0.459852436263,40,4
335.0,4,6000001001,6000001001,2017-08-25 12:00:00,3.07934593067,1.71946646025,2.11394958599,0.383596426021,27,4
331.0,12,6000000948,6000000948,2017-08-25 12:00:00,3.050657648,1.86693220435,1.9579947150299999,0.405017158827,33,4
267.0,14,6000000881,6000000881,2017-08-25 12:00:00,1.3818088302,1.35186007591,1.5885487345700002,0.493509106723,27,4
314.0,4,6000000985,6000000985,2017-08-25 12:00:00,1.89331131598,1.58041901849,1.6824144224700002,0.465559498893,28,4
325.0,7,6000000742,6000000742,2017-08-25 12:00:00,2.45353404477,1.6359033754499999,1.89036650537,0.43255279784999995,28,4
400.0,8,6000000883,6000000883,2017-08-25 12:00:00,2.61139216558,1.83191241684,1.8019801877000001,0.43840260186999996,28,4
338.0,13,6000000854,6000000854,2017-08-25 12:00:00,2.78748694254,1.71615368838,2.01255792516,0.39447549702,28,4
311.0,15,6000000718,6000000718,2017-08-25 12:00:00,1.91233058237,1.5377665874200002,1.7357690429900003,0.457029526358,28,4
306.0,8,6000000993,6000000993,2017-08-25 12:00:00,1.8228005523599997,1.51771331695,1.70584056384,0.463971700271,29,4
373.0,10,6000000945,6000000945,2017-08-25 12:00:00,1.75392842743,1.47980101618,1.6948747590200002,0.46378869165700004,29,4
324.0,13,6000000460,6000000460,2017-08-25 12:00:00,1.47834904456,1.5417853054700001,1.4732683894499998,0.511123875517,29,4
329.0,4,6000000901,6000000901,2017-08-25 12:00:00,2.61759579906,1.74748862143,1.86154577162,0.437677994952,32,4
352.0,13,6000000983,6000000983,2017-08-25 12:00:00,2.65118932735,1.81178799542,1.85108921839,0.422912174788,32,4
290.0,2,6000000995,6000000995,2017-08-25 12:00:00,1.110165218,1.33272350049,1.39321727235,0.537851964256,24,4
316.0,8,6000000980,6000000980,2017-08-25 12:00:00,2.1077289930900003,1.5433248086000002,1.8352517097099998,0.43926982240699997,34,4
333.0,12,6000000929,6000000929,2017-08-25 12:00:00,2.6148956092,1.7389827720900002,1.8909487587400002,0.421461504369,34,4
351.0,13,6000000702,6000000702,2017-08-25 12:00:00,2.18179476023,1.59556910489,1.82844636491,0.441501510557,34,4
408.0,9,6000000566,6000000566,2017-08-25 12:00:00,1.01726359886,1.25197138015,1.39127251218,0.540131205124,35,4
387.0,9,6000000855,6000000855,2017-08-25 12:00:00,1.8768158802700001,1.47930088935,1.75581179018,0.45732894499300003,36,4
401.0,6,6000000931,6000000931,2017-08-25 12:00:00,1.53061876468,1.39916732777,1.66498037777,0.481010192602,37,4
374.0,12,6000000898,6000000898,2017-08-25 12:00:00,1.35327725438,1.3592635441,1.54050268901,0.498762124957,37,4
329.0,2,6000000738,6000000738,2017-08-25 12:00:00,2.0502107298,1.50295538115,1.83702429082,0.441473389799,38,4
358.0,8,6000000882,6000000882,2017-08-25 12:00:00,1.03418072892,1.2164128921600001,1.42026058704,0.529431394482,38,4
389.0,13,6000000747,6000000747,2017-08-25 12:00:00,1.6830669087299999,1.4977797771999999,1.63616139576,0.48023360874300003,38,4
323.0,2,6000000579,6000000579,2017-08-25 12:00:00,1.44389659095,1.2997919364,1.70287554634,0.472920774005,39,4
